Fold,Actual_CBR,Predicted_CBR,Residual
3,6.8,5.9803,0.8197
3,6.15,6.6327,0.4827
3,6.07,6.0127,0.0573
3,6.26,6.1613,0.0987
3,6.07,5.0666,1.0034
3,1.8,1.8907,0.0907
3,4.1,4.6645,0.5645
3,1.9,2.1096,0.2096
3,2.1,2.3646,0.2646
3,3.0,3.8419,0.8419
3,1.8,2.2227,0.4227
3,3.5,3.5343,0.0343
3,2.9,2.418,0.482
3,37.0,29.884,7.116
3,10.0,16.8886,6.8886
3,35.85,34.3962,1.4538
3,20.0,21.4408,1.4408
3,22.15,18.8015,3.3485
3,39.17,36.6028,2.5672
3,0.24,0.2851,0.0451
3,0.34,0.4245,0.0845
3,0.33,0.3404,0.0104
3,0.32,0.3499,0.0299
3,0.45,0.4149,0.0351
3,0.76,0.6037,0.1563
3,0.55,0.3499,0.2001
3,0.29,0.3404,0.0504
3,0.35,0.3404,0.0096
3,0.22,0.3404,0.1204
3,0.2,0.3404,0.1404
3,0.37,0.3499,0.0201
3,0.57,0.5504,0.0196
3,6.9,5.0252,1.8748
3,6.8,5.0252,1.7748
3,3.91,4.0966,0.1866
3,3.8,3.8194,0.0194
3,3.71,3.9056,0.1956
3,4.0,3.8303,0.1697
3,3.0,3.8502,0.8502
3,5.7,6.9965,1.2965
3,5.7,6.9965,1.2965
3,5.3,4.5993,0.7007
3,4.0,4.2926,0.2926
3,4.0,4.2531,0.2531
3,5.5,4.4643,1.0357
3,3.8,3.9209,0.1209
3,3.49,3.8388,0.3488
3,3.5,3.7555,0.2555
3,3.94,3.9515,0.0115
3,4.0,3.7749,0.2251
3,4.0,3.8502,0.1498
3,4.0,3.7857,0.2143
3,3.39,3.6587,0.2687
3,3.77,3.5319,0.2381
3,4.2,4.0898,0.1102
3,4.18,4.0605,0.1195
3,3.94,4.0605,0.1205
3,4.0,3.7444,0.2556
3,3.08,3.7444,0.6644
3,3.02,3.7444,0.7244
3,3.21,3.7373,0.5273
3,3.64,3.7373,0.0973
3,3.55,3.7373,0.1873
3,3.3,3.7373,0.4373
3,3.63,3.7373,0.1073
3,3.9,3.7373,0.1627
3,14.18,12.829,1.351
3,8.66,10.7947,2.1347
3,15.44,21.121,5.681
3,11.5,8.5628,2.9372
3,20.37,24.4036,4.0336
3,5.25,7.0726,1.8226
3,16.3,11.3171,4.9829
3,16.9,13.24,3.66
3,2.79,2.1638,0.6262
3,2.05,1.261,0.789
3,3.94,4.9034,0.9634
3,3.28,3.89,0.61
3,4.92,14.5953,9.6753
3,3.0,5.4939,2.4939
3,7.0,6.8716,0.1284
3,4.0,5.1598,1.1598
3,7.0,6.5768,0.4232
3,25.0,12.5452,12.4548
3,6.0,3.8524,2.1476
3,1.38,3.2598,1.8798
3,1.75,2.2411,0.4911
3,3.4,3.7546,0.3546
3,1.89,2.4305,0.5405
3,2.63,3.1123,0.4823
3,2.83,3.5111,0.6811
3,3.63,3.183,0.447
3,55.42,46.6623,8.7577
3,31.6,32.631,1.031
3,58.37,64.0604,5.6904
3,34.12,27.5524,6.5676
3,22.89,23.6475,0.7575
3,26.4,23.8681,2.5319
3,7.08,12.1792,5.0992
3,0.285,0.3404,0.0554
3,0.297,0.3404,0.0434
3,0.459,0.3499,0.1091
3,0.765,0.5734,0.1916
3,0.367,0.2851,0.0819
3,0.293,0.3404,0.0474
3,0.335,0.3404,0.0054
3,0.659,0.6037,0.0553
3,0.251,0.3404,0.0894
3,0.681,0.5734,0.1076
3,0.22,0.3404,0.1204
3,0.314,0.3404,0.0264
3,0.24,0.3404,0.1004
3,0.347,0.3404,0.0066
3,0.253,0.3404,0.0874
3,0.905,0.6352,0.2698
3,0.263,0.3499,0.0869
3,0.246,0.3404,0.0944
3,0.328,0.3499,0.0219
3,0.348,0.3404,0.0076
3,0.77,0.5734,0.1966
3,0.218,0.3404,0.1224
3,0.329,0.3404,0.0114
3,0.159,0.3404,0.1814
3,0.218,0.3404,0.1224
3,0.204,0.3404,0.1364
3,0.471,0.4149,0.0561
3,0.309,0.3404,0.0314
3,0.619,0.4245,0.1945
3,0.27,0.3404,0.0704
3,0.159,0.3404,0.1814
3,0.204,0.3404,0.1364
3,0.183,0.3404,0.1574
3,0.329,0.3499,0.0209
3,0.182,0.326,0.144
4,1.98,2.8144,0.8344
4,2.4,3.2483,0.8483
4,2.65,3.412,0.762
4,3.61,3.6456,0.0356
4,2.61,3.8693,1.2593
4,2.88,3.4391,0.5591
4,4.39,4.2079,0.1821
4,5.12,4.7149,0.4051
4,3.21,3.5558,0.3458
4,4.72,6.5784,1.8584
4,2.32,3.5341,1.2141
4,3.23,3.8973,0.6673
4,3.18,3.4654,0.2854
4,4.42,13.2976,8.8776
4,5.33,9.4498,4.1198
4,4.54,4.4002,0.1398
4,3.67,11.4205,7.7505
4,5.01,4.7017,0.3083
4,4.12,5.0939,0.9739
4,2.67,2.6501,0.0199
4,3.45,3.9015,0.4515
4,4.4,5.9516,1.5516
4,3.88,3.9166,0.0366
4,4.48,4.1152,0.3648
4,4.52,3.2135,1.3065
4,4.83,4.1583,0.6717
4,4.72,4.3852,0.3348
4,4.51,4.2932,0.2168
4,3.52,3.7036,0.1836
4,34.48,35.767,1.287
4,32.58,35.767,3.187
4,30.17,10.794,19.376
4,36.55,34.8477,1.7023
4,38.23,37.1464,1.0836
4,38.22,35.2406,2.9794
4,48.55,25.9424,22.6076
4,38.93,38.653,0.277
4,38.36,4.0749,34.2851
4,23.26,25.0246,1.7646
4,34.0,39.8054,5.8054
4,39.0,35.4819,3.5181
4,35.0,37.0805,2.0805
4,34.0,34.842,0.842
4,27.0,36.1306,9.1306
4,33.0,35.8712,2.8712
4,38.0,37.4474,0.5526
4,39.0,38.3003,0.6997
4,34.0,36.9672,2.9672
4,39.41,38.8005,0.6095
4,37.0,37.8842,0.8842
4,35.0,37.3552,2.3552
4,34.0,35.876,1.876
4,39.41,39.6905,0.2805
4,39.41,38.0701,1.3399
4,49.0,40.7716,8.2284
4,39.4,38.7473,0.6527
4,34.0,37.2107,3.2107
4,36.0,36.5037,0.5037
4,38.0,36.6539,1.3461
4,37.0,36.4642,0.5358
4,51.0,37.267,13.733
4,14.0,13.0599,0.9401
4,25.0,30.7002,5.7002
4,26.0,28.0354,2.0354
4,25.0,25.0685,0.0685
4,28.0,28.8746,0.8746
4,20.0,13.6976,6.3024
4,27.0,28.8754,1.8754
4,20.0,20.7342,0.7342
4,22.0,23.5214,1.5214
4,18.0,19.0131,1.0131
4,26.0,27.8135,1.8135
4,30.0,28.5954,1.4046
4,25.0,25.9919,0.9919
4,18.0,16.9245,1.0755
4,29.0,29.6256,0.6256
4,30.0,32.1565,2.1565
4,29.0,28.4853,0.5147
4,20.0,12.3923,7.6077
4,22.0,30.2121,8.2121
4,20.0,14.807,5.193
4,20.0,20.9077,0.9077
4,30.0,28.7441,1.2559
4,28.0,28.856,0.856
4,10.8,9.7099,1.0901
4,13.6,11.4743,2.1257
4,2.7,5.2563,2.5563
4,4.4,4.6909,0.2909
4,7.6,25.0168,17.4168
4,7.6,7.4269,0.1731
4,2.0,7.1572,5.1572
4,2.7,5.7693,3.0693
4,4.6,4.7323,0.1323
4,3.4,5.0531,1.6531
4,3.0,10.9581,7.9581
4,10.2,5.6133,4.5867
4,17.3633,16.2804,1.0829
4,22.9399,22.4533,0.4866
4,22.6656,22.7599,0.0943
4,20.2159,20.0465,0.1694
4,25.84,23.3087,2.5313
4,25.6653,23.5657,2.0996
4,25.0127,24.0398,0.9729
4,30.2779,29.0778,1.2001
4,29.9376,26.7325,3.2051
4,23.2779,27.9307,4.6528
4,29.7175,28.3777,1.3398
4,20.2349,20.0465,0.1884
4,19.3159,18.8719,0.444
4,23.8343,24.2288,0.3945
4,24.5509,24.2974,0.2535
4,24.1508,24.2539,0.1031
4,21.8382,24.1299,2.2917
4,19.866,19.8209,0.0451
4,20.373,21.248,0.875
4,16.8605,17.1221,0.2616
4,18.0175,18.6917,0.6742
4,16.3863,16.5614,0.1751
4,15.9672,16.3699,0.4027
4,16.8473,17.1221,0.2748
4,16.0183,16.5614,0.5431
4,16.5257,16.6466,0.1209
4,19.7245,20.0243,0.2998
4,19.2231,19.9728,0.7497
4,20.1598,20.2957,0.1359
4,16.6833,16.7084,0.0251
4,18.0375,18.6965,0.659
4,17.0655,17.0905,0.025
4,13.5489,13.2061,0.3428
4,14.2168,14.547,0.3302
4,14.7983,15.3694,0.5711
4,17.0,16.6138,0.3862
4,14.51,15.0683,0.5583
4,15.0354,14.4678,0.5676
4,30.0,29.3334,0.6666
4,18.5,27.5778,9.0778
4,38.0,38.5642,0.5642
4,35.5,28.6941,6.8059
4,49.0,44.0678,4.9322
4,8.88,9.4595,0.5795
4,8.5,8.1292,0.3708
4,8.55,8.1292,0.4208
4,8.89,9.4704,0.5804
4,8.66,9.4847,0.8247
4,8.6,8.138,0.462
4,8.74,8.9731,0.2331
4,5.7,5.2955,0.4045
4,7.0,5.3583,1.6417
4,6.85,5.3158,1.5342
4,8.85,6.1495,2.7005
4,2.83,2.8985,0.0685
4,3.0,2.7052,0.2948
4,7.0,5.814,1.186
4,8.0,6.8351,1.1649
4,10.0,8.414,1.586
4,8.0,6.8351,1.1649
4,8.0,7.1355,0.8645
4,8.0,6.7186,1.2814
4,8.0,7.1715,0.8285
4,7.0,5.814,1.186
4,5.67,5.392,0.278
4,7.08,8.334,1.254
4,6.1,5.5604,0.5396
4,6.55,6.3794,0.1706
4,8.21,8.0292,0.1808
4,4.71,4.9842,0.2742
4,6.12,7.5916,1.4716
4,7.23,6.8279,0.4021
4,6.8,5.2093,1.5907
4,2.88,3.5767,0.6967
4,2.51,3.0605,0.5505
4,2.51,4.2164,1.7064
4,3.63,3.0996,0.5304
4,9.39,10.4596,1.0696
4,3.51,5.1838,1.6738
4,2.63,2.0292,0.6008
4,44.3,40.8872,3.4128
4,38.3,35.3925,2.9075
4,18.4,18.5801,0.1801
4,4.5,5.0039,0.5039
4,2.8,3.4767,0.6767
4,8.0,7.4494,0.5506
4,4.3,5.0316,0.7316
4,6.5,5.4537,1.0463
4,5.6,3.7091,1.8909
4,7.0,6.7073,0.2927
4,4.5,4.9241,0.4241
4,6.93,5.521,1.409
4,5.79,5.1135,0.6765
4,3.13,4.0236,0.8936
4,3.41,3.3859,0.0241
4,6.03,5.2415,0.7885
4,2.84,3.4767,0.6367
4,3.63,4.0236,0.3936
4,3.3,3.7134,0.4134
4,3.0,2.3333,0.6667
4,2.7,3.0298,0.3298
4,3.4,2.8454,0.5546
4,3.5,2.8612,0.6388
4,3.4,2.9233,0.4767
4,3.9,3.2495,0.6505
4,3.0,3.0577,0.0577
4,3.3,2.8354,0.4646
4,24.76,23.5613,1.1987
4,12.0,24.1039,12.1039
4,24.76,25.9204,1.1604
4,17.0,25.8836,8.8836
4,16.0,13.4443,2.5557
4,16.48,25.7105,9.2305
4,0.26,0.3403,0.0803
4,0.26,0.319,0.059
4,0.36,0.3693,0.0093
4,0.25,0.3506,0.1006
4,0.35,0.3693,0.0193
4,0.32,0.3403,0.0203
4,0.38,0.3506,0.0294
4,0.77,0.6307,0.1393
4,0.22,0.319,0.099
4,0.66,0.5808,0.0792
4,5.49,5.4449,0.0451
4,4.6,4.3896,0.2104
4,4.0,4.2504,0.2504
4,7.25,4.6169,2.6331
4,3.55,4.1757,0.6257
4,3.24,3.9939,0.7539
4,3.66,3.8902,0.2302
4,4.0,3.7982,0.2018
4,3.57,3.8902,0.3202
4,4.96,6.7848,1.8248
4,5.1,4.603,0.497
4,5.95,4.3896,1.5604
4,4.08,4.0838,0.0038
4,4.18,4.1757,0.0043
4,3.79,3.8524,0.0624
4,4.3,3.7084,0.5916
4,4.2,3.7982,0.4018
4,4.17,3.8902,0.2798
4,3.56,3.7982,0.2382
4,4.05,3.7084,0.3416
4,4.3,4.104,0.196
4,4.01,3.7561,0.2539
4,4.0,3.8756,0.1244
4,3.83,3.606,0.224
4,3.31,3.5004,0.1904
4,4.0,3.8605,0.1395
4,3.5,3.7706,0.2706
4,2.87,3.0394,0.1694
4,3.42,3.5004,0.0804
4,3.29,3.4085,0.1185
4,3.26,3.4678,0.2078
4,4.14,4.0147,0.1253
4,3.43,4.0147,0.5847
4,3.01,4.0147,1.0047
4,3.94,4.0147,0.0747
4,3.64,4.0147,0.3747
4,3.07,3.8199,0.7499
4,3.48,3.8199,0.3399
4,3.64,3.8199,0.1799
4,3.01,4.0147,1.0047
4,3.26,3.8946,0.6346
4,3.49,3.8199,0.3299
4,3.29,3.8199,0.5299
4,3.02,3.8199,0.7999
4,3.25,3.8199,0.5699
4,3.63,3.8199,0.1899
4,5.32,8.6603,3.3403
4,4.54,6.0574,1.5174
4,3.5,3.627,0.127
4,12.5,15.937,3.437
4,1.06,2.0222,0.9622
4,2.03,1.8497,0.1803
4,7.0,9.5299,2.5299
4,6.0,5.3257,0.6743
4,55.0,53.0407,1.9593
4,21.0,23.857,2.857
4,13.0,14.103,1.103
4,3.0,2.6569,0.3431
4,1.89,2.6098,0.7198
4,3.4,3.5451,0.1451
4,2.38,2.3518,0.0282
4,3.4,3.5451,0.1451
4,63.36,62.7713,0.5887
4,25.2,25.4505,0.2505
4,70.69,65.9689,4.7211
4,27.2,28.2389,1.0389
4,18.23,19.3718,1.1418
4,36.85,38.0788,1.2288
4,18.3,28.5872,10.2872
4,13.86,24.2785,10.4185
4,0.264,0.3403,0.0763
4,0.264,0.319,0.055
4,0.529,0.4714,0.0576
4,0.305,0.3693,0.0643
4,0.352,0.3693,0.0173
4,0.333,0.3528,0.0198
4,0.324,0.3693,0.0453
4,0.286,0.319,0.033
4,0.265,0.3403,0.0753
4,0.336,0.319,0.017
4,0.358,0.319,0.039
4,0.352,0.4714,0.1194
4,0.344,0.3693,0.0253
4,0.249,0.319,0.07
4,0.254,0.319,0.065
4,0.286,0.3859,0.0999
4,0.206,0.319,0.113
4,0.354,0.3999,0.0459
4,0.35,0.3693,0.0193
4,0.757,0.6307,0.1263
4,0.251,0.3389,0.0879
4,0.202,0.319,0.117
4,0.364,0.3693,0.0053
4,0.336,0.3999,0.0639
4,0.451,0.4041,0.0469
4,0.714,0.6307,0.0833
4,0.281,0.319,0.038
4,0.452,0.3859,0.0661
4,0.321,0.3506,0.0296
4,0.471,0.4481,0.0229
4,0.658,0.5808,0.0772
4,0.619,0.4944,0.1246
4,0.27,0.319,0.049
4,0.182,0.319,0.137
4,0.565,0.5639,0.0011
4,0.204,0.319,0.115
4,0.247,0.319,0.072
4,0.619,0.4944,0.1246
4,0.292,0.3818,0.0898
4,0.9,0.713,0.187
4,0.565,0.5639,0.0011
4,0.183,0.3179,0.1349
4,0.353,0.3818,0.0288
4,0.9,0.713,0.187
4,0.247,0.319,0.072
4,0.658,0.5808,0.0772
4,0.565,0.5639,0.0011
5,2.1,2.4628,0.3628
5,2.91,3.2051,0.2951
5,3.12,3.4077,0.2877
5,3.86,2.5388,1.3212
5,3.98,4.7707,0.7907
5,4.51,5.3389,0.8289
5,5.76,6.4549,0.6949
5,4.04,5.9026,1.8626
5,5.1,6.7489,1.6489
5,4.03,6.8096,2.7796
5,3.71,5.14,1.43
5,2.61,3.0307,0.4207
5,2.56,3.395,0.835
5,4.1,2.9509,1.1491
5,4.02,9.5968,5.5768
5,3.12,4.0917,0.9717
5,4.87,7.6608,2.7908
5,3.15,4.1496,0.9996
5,3.76,3.1211,0.6389
5,4.54,3.0222,1.5178
5,5.23,3.938,1.292
5,4.01,5.9778,1.9678
5,4.67,4.1051,0.5649
5,4.0,10.4598,6.4598
5,3.32,26.5015,23.1815
5,3.45,3.3431,0.1069
5,3.96,5.3699,1.4099
5,3.32,3.2235,0.0965
5,3.45,2.6495,0.8005
5,4.13,1.5301,2.5999
5,3.85,4.517,0.667
5,4.03,4.4971,0.4671
5,3.88,2.9374,0.9426
5,5.45,4.9722,0.4778
5,4.87,4.7246,0.1454
5,4.91,3.568,1.342
5,4.43,4.7647,0.3347
5,4.37,4.5321,0.1621
5,26.22,14.1979,12.0221
5,24.35,14.1979,10.1521
5,19.69,35.7871,16.0971
5,34.35,34.4871,0.1371
5,31.19,33.9108,2.7208
5,34.85,33.8973,0.9527
5,38.31,38.0689,0.2411
5,39.85,37.5377,2.3123
5,23.49,27.5656,4.0756
5,25.03,27.5656,2.5356
5,24.29,27.5656,3.2756
5,33.0,37.0012,4.0012
5,34.0,35.2843,1.2843
5,28.0,31.2447,3.2447
5,36.0,38.2196,2.2196
5,37.0,37.5381,0.5381
5,36.0,33.7132,2.2868
5,39.41,37.9444,1.4656
5,39.41,38.7938,0.6162
5,39.41,38.6576,0.7524
5,33.0,40.0112,7.0112
5,35.0,36.9078,1.9078
5,36.0,50.4053,14.4053
5,37.0,37.5973,0.5973
5,36.0,37.4492,1.4492
5,36.0,37.0086,1.0086
5,42.0,36.1678,5.8322
5,39.0,37.489,1.511
5,42.0,41.0142,0.9858
5,26.0,26.7367,0.7367
5,20.0,21.3864,1.3864
5,18.0,16.5311,1.4689
5,22.0,21.0725,0.9275
5,22.0,23.0159,1.0159
5,26.0,27.9501,1.9501
5,26.0,27.9243,1.9243
5,25.0,14.0379,10.9621
5,16.0,14.1985,1.8015
5,18.0,16.2838,1.7162
5,28.0,29.6427,1.6427
5,26.0,28.5956,2.5956
5,29.0,26.6877,2.3123
5,32.0,32.6214,0.6214
5,29.0,27.9357,1.0643
5,18.0,16.7185,1.2815
5,28.0,24.7688,3.2312
5,31.0,29.6104,1.3896
5,30.0,28.9728,1.0272
5,29.0,28.6771,0.3229
5,28.0,28.4297,0.4297
5,25.0,13.0697,11.9303
5,25.0,26.8233,1.8233
5,23.0,23.6356,0.6356
5,5.0,3.2118,1.7882
5,2.9,3.1942,0.2942
5,11.2,25.0234,13.8234
5,3.0,9.1052,6.1052
5,7.4,17.559,10.159
5,3.0,4.7204,1.7204
5,1.0,3.2554,2.2554
5,17.4501,16.3721,1.078
5,18.2994,17.7317,0.5677
5,22.1125,21.2651,0.8474
5,19.6248,18.9621,0.6627
5,20.5092,19.8013,0.7079
5,24.4675,24.1771,0.2904
5,26.0569,22.6416,3.4153
5,25.4121,22.4717,2.9404
5,25.2785,22.8911,2.3874
5,19.7726,19.5802,0.1924
5,20.568,20.7259,0.1579
5,24.48,23.5419,0.9381
5,23.8759,24.147,0.2711
5,21.4007,21.3217,0.079
5,21.1091,20.9398,0.1693
5,20.665,22.0456,1.3806
5,17.8831,18.5944,0.7113
5,15.8773,15.8187,0.0586
5,16.8524,16.984,0.1316
5,17.7199,18.6906,0.9707
5,17.3992,17.1439,0.2553
5,19.9039,20.0943,0.1904
5,20.3646,20.6953,0.3307
5,19.9853,20.0943,0.109
5,20.0316,20.0943,0.0627
5,20.7873,20.8898,0.1025
5,19.8528,20.0943,0.2415
5,20.612,20.7259,0.1139
5,16.5949,16.6482,0.0533
5,17.5485,18.646,1.0975
5,17.5544,18.5628,1.0084
5,17.2323,17.2436,0.0113
5,15.1333,15.3073,0.174
5,15.6512,15.8187,0.1675
5,14.6216,14.8306,0.209
5,14.5163,14.4247,0.0916
5,47.0,41.7777,5.2223
5,47.0,46.5493,0.4507
5,8.33,9.8049,1.4749
5,8.76,9.8052,1.0452
5,8.31,9.6408,1.3308
5,9.24,14.3806,5.1406
5,9.88,14.9237,5.0437
5,8.75,8.6389,0.1111
5,7.61,7.1004,0.5096
5,8.57,8.3956,0.1744
5,6.99,6.3559,0.6341
5,8.4,10.0191,1.6191
5,8.55,8.3956,0.1544
5,10.0,14.5664,4.5664
5,1.38,2.7048,1.3248
5,1.75,2.2033,0.4533
5,1.89,3.2978,1.4078
5,3.4,3.283,0.117
5,3.4,3.4543,0.0543
5,3.4,2.8996,0.5004
5,2.63,3.2096,0.5796
5,3.4,3.4543,0.0543
5,3.63,2.9858,0.6442
5,8.0,7.0744,0.9256
5,8.0,7.0744,0.9256
5,8.0,7.0744,0.9256
5,8.0,7.0744,0.9256
5,8.0,7.0744,0.9256
5,7.0,6.8117,0.1883
5,5.84,5.0169,0.8231
5,5.07,4.6488,0.4212
5,5.29,4.9594,0.3306
5,7.35,8.7272,1.3772
5,7.03,8.7843,1.7543
5,6.52,7.73,1.21
5,5.59,5.8484,0.2584
5,10.79,10.2626,0.5274
5,5.27,5.3302,0.0602
5,5.99,6.7207,0.7307
5,4.38,4.1955,0.1845
5,8.52,8.1879,0.3321
5,5.85,4.802,1.048
5,2.63,2.4661,0.1639
5,2.38,2.4293,0.0493
5,1.75,2.2033,0.4533
5,1.89,3.2978,1.4078
5,4.15,3.6282,0.5218
5,2.63,2.8413,0.2113
5,2.13,2.6413,0.5113
5,3.4,3.4543,0.0543
5,11.89,11.7176,0.1724
5,21.69,20.6727,1.0173
5,18.3,23.8694,5.5694
5,3.8,3.0306,0.7694
5,6.7,6.1312,0.5688
5,5.0,3.9891,1.0109
5,3.7,4.7998,1.0998
5,3.3,3.243,0.057
5,5.39,6.1312,0.7412
5,6.15,6.2712,0.1212
5,6.14,5.7673,0.3727
5,3.89,4.4579,0.5679
5,5.78,5.1959,0.5841
5,5.07,4.3486,0.7214
5,4.44,5.1038,0.6638
5,2.2,2.5776,0.3776
5,3.37,3.4702,0.1002
5,4.79,4.512,0.278
5,2.41,2.5802,0.1702
5,3.78,3.0306,0.7494
5,4.79,3.9891,0.8009
5,4.87,4.5849,0.2851
5,4.58,4.7998,0.2198
5,2.2,2.5224,0.3224
5,1.7,2.1126,0.4126
5,2.4,3.5254,1.1254
5,2.8,2.5658,0.2342
5,35.85,23.9502,11.8998
5,21.17,20.7482,0.4218
5,16.0,13.4516,2.5484
5,12.0,27.862,15.862
5,24.76,24.1324,0.6276
5,24.76,24.016,0.744
5,0.2,0.3389,0.1389
5,0.28,0.3389,0.0589
5,0.2,0.3389,0.1389
5,0.16,0.3389,0.1789
5,0.22,0.3389,0.1189
5,0.31,0.3389,0.0289
5,0.18,0.3389,0.1589
5,0.35,0.4017,0.0517
5,5.36,5.3721,0.0121
5,6.1,6.0135,0.0865
5,6.5,5.1228,1.3772
5,4.0,3.9353,0.0647
5,4.0,3.8724,0.1276
5,3.6,3.8724,0.2724
5,3.91,3.8371,0.0729
5,3.46,3.8371,0.3771
5,4.4,4.0805,0.3195
5,6.1,6.473,0.373
5,5.23,5.3721,0.1421
5,6.02,6.0135,0.0065
5,6.28,5.4862,0.7938
5,4.57,4.199,0.371
5,4.0,4.199,0.199
5,3.5,3.8371,0.3371
5,4.1,3.8371,0.2629
5,4.2,3.8371,0.3629
5,4.0,3.8371,0.1629
5,3.72,3.5616,0.1584
5,3.07,3.5617,0.4917
5,2.91,3.5343,0.6243
5,3.04,3.5454,0.5054
5,2.89,3.5343,0.6443
5,2.89,3.2699,0.3799
5,3.1,3.5616,0.4616
5,3.08,3.8987,0.8187
5,3.25,3.8009,0.5509
5,3.49,3.7736,0.2836
5,3.68,3.7736,0.0936
5,4.13,3.8009,0.3291
5,3.48,3.8009,0.3209
5,3.68,3.7736,0.0936
5,3.69,3.7736,0.0836
5,3.62,3.7736,0.1536
5,3.01,3.7846,0.7746
5,14.28,12.7964,1.4836
5,25.87,15.1955,10.6745
5,30.36,15.9376,14.4224
5,16.7,12.4881,4.2119
5,3.7,3.6779,0.0221
5,3.2,3.5192,0.3192
5,3.45,6.7746,3.3246
5,1.5,4.5253,3.0253
5,11.0,10.689,0.311
5,54.0,55.333,1.333
5,55.0,55.333,0.333
5,12.0,12.7994,0.7994
5,6.0,14.7205,8.7205
5,11.0,10.3161,0.6839
5,2.88,3.8408,0.9608
5,2.83,3.8996,1.0696
5,1.75,2.2556,0.5056
5,3.26,3.1654,0.0946
5,1.88,2.2552,0.3752
5,9.39,10.9911,1.6011
5,3.4,2.8996,0.5004
5,3.13,3.0448,0.0852
5,3.51,3.7377,0.2277
5,70.16,66.1005,4.0595
5,44.3,43.7235,0.5765
5,64.12,62.3292,1.7908
5,48.3,53.3617,5.0617
5,54.23,43.0172,11.2128
5,15.82,11.1801,4.6399
5,43.12,51.7351,8.6151
5,28.29,24.338,3.952
5,32.21,35.1193,2.9093
5,0.203,0.3389,0.1359
5,0.362,0.3389,0.0231
5,0.248,0.3389,0.0909
5,0.336,0.4017,0.0657
5,0.455,0.3605,0.0945
5,0.764,0.5762,0.1878
5,0.382,0.3389,0.0431
5,0.321,0.3389,0.0179
5,0.348,0.3389,0.0091
5,0.477,0.3389,0.1381
5,0.9,0.5919,0.3081
5,0.392,0.3389,0.0531
5,0.224,0.371,0.147
5,0.338,0.3389,0.0009
5,0.249,0.3389,0.0899
5,0.295,0.3389,0.0439
5,0.745,0.5762,0.1688
5,0.58,0.3389,0.2411
5,0.351,0.3389,0.0121
5,0.243,0.3389,0.0959
5,0.523,0.3389,0.1841
5,0.396,0.3389,0.0571
5,0.266,0.3389,0.0729
5,0.304,0.3457,0.0417
5,0.327,0.371,0.044
5,0.357,0.3389,0.0181
5,0.477,0.3389,0.1381
5,0.372,0.4017,0.0297
5,0.329,0.371,0.042
5,0.309,0.3389,0.0299
5,0.292,0.4017,0.1097
5,0.353,0.4017,0.0487
5,0.9,0.6617,0.2383
5,0.218,0.3389,0.1209
5,0.218,0.3389,0.1209
5,0.218,0.3389,0.1209
5,0.658,0.5525,0.1055
5,0.329,0.3389,0.0099
5,0.218,0.3389,0.1209
5,0.218,0.3389,0.1209
5,0.218,0.3389,0.1209
5,0.27,0.3389,0.0689
